7.11088e+10	7.43163e+10	7.7587e+10	8.08624e+10	8.40635e+10	8.70906e+10	8.98258e+10	9.21402e+10	9.39068e+10	9.50166e+10	9.53953e+10	9.50166e+10	9.39068e+10	9.21402e+10	8.98258e+10	8.70906e+10	8.40635e+10	8.08624e+10	7.7587e+10	7.43163e+10	7.11088e+10	6.80055e+10	6.50329e+10	6.22062e+10	5.95323e+10	5.70125e+10	5.46437e+10	5.24206e+10	5.0336e+10	4.83819e+10	
7.43163e+10	7.80013e+10	8.18093e+10	8.56772e+10	8.95136e+10	9.31957e+10	9.65707e+10	9.94639e+10	1.01696e+11	1.0311e+11	1.03594e+11	1.0311e+11	1.01696e+11	9.94639e+10	9.65707e+10	9.31957e+10	8.95136e+10	8.56772e+10	8.18093e+10	7.80013e+10	7.43163e+10	7.07947e+10	6.7459e+10	6.43192e+10	6.13764e+10	5.86259e+10	5.60593e+10	5.36665e+10	5.14359e+10	4.93562e+10	
7.7587e+10	8.18093e+10	8.62363e+10	9.08039e+10	9.54105e+10	9.99083e+10	1.04101e+11	1.07752e+11	1.10606e+11	1.12431e+11	1.13059e+11	1.12431e+11	1.10606e+11	1.07752e+11	1.04101e+11	9.99083e+10	9.54105e+10	9.08039e+10	8.62363e+10	8.18093e+10	7.7587e+10	7.36045e+10	6.98766e+10	6.64044e+10	6.31803e+10	6.01918e+10	5.74238e+10	5.48599e+10	5.24838e+10	5.02798e+10	
8.08624e+10	8.56772e+10	9.08039e+10	9.61848e+10	1.01713e+11	1.07218e+11	1.12452e+11	1.17095e+11	1.20785e+11	1.23171e+11	1.23997e+11	1.23171e+11	1.20785e+11	1.17095e+11	1.12452e+11	1.07218e+11	1.01713e+11	9.61848e+10	9.08039e+10	8.56772e+10	8.08624e+10	7.6383e+10	7.22404e+10	6.84229e+10	6.49114e+10	6.1683e+10	5.87142e+10	5.59817e+10	5.34635e+10	5.11393e+10	
8.40635e+10	8.95136e+10	9.54105e+10	1.01713e+11	1.08322e+11	1.15048e+11	1.21591e+11	1.27525e+11	1.32332e+11	1.35486e+11	1.36588e+11	1.35486e+11	1.32332e+11	1.27525e+11	1.21591e+11	1.15048e+11	1.08322e+11	1.01713e+11	9.54105e+10	8.95136e+10	8.40635e+10	7.90635e+10	7.44954e+10	7.03297e+10	6.65325e+10	6.3069e+10	5.99058e+10	5.70117e+10	5.43585e+10	5.19209e+10	
8.70906e+10	9.31957e+10	9.99083e+10	1.07218e+11	1.15048e+11	1.2321e+11	1.31355e+11	1.38934e+11	1.45215e+11	1.4941e+11	1.50889e+11	1.4941e+11	1.45215e+11	1.38934e+11	1.31355e+11	1.2321e+11	1.15048e+11	1.07218e+11	9.99083e+10	9.31957e+10	8.70906e+10	8.15661e+10	7.65776e+10	7.20738e+10	6.80033e+10	6.43177e+10	6.09728e+10	5.79291e+10	5.5152e+10	5.2611e+10	
8.98258e+10	9.65707e+10	1.04101e+11	1.12452e+11	1.21591e+11	1.31355e+11	1.41369e+11	1.50952e+11	1.59104e+11	1.64656e+11	1.66634e+11	1.64656e+11	1.59104e+11	1.50952e+11	1.41369e+11	1.31355e+11	1.21591e+11	1.12452e+11	1.04101e+11	9.65707e+10	8.98258e+10	8.38001e+10	7.84173e+10	7.36014e+10	6.9282e+10	6.53964e+10	6.18894e+10	5.87135e+10	5.58276e+10	5.31965e+10	
9.21402e+10	9.94639e+10	1.07752e+11	1.17095e+11	1.27525e+11	1.38934e+11	1.50952e+11	1.62785e+11	1.73119e+11	1.803e+11	1.82885e+11	1.803e+11	1.73119e+11	1.62785e+11	1.50952e+11	1.38934e+11	1.27525e+11	1.17095e+11	1.07752e+11	9.94639e+10	9.21402e+10	8.56701e+10	7.99433e+10	7.48589e+10	7.03279e+10	6.62739e+10	6.26317e+10	5.93461e+10	5.63707e+10	5.36657e+10	
9.39068e+10	1.01696e+11	1.10606e+11	1.20785e+11	1.32332e+11	1.45216e+11	1.59104e+11	1.73119e+11	1.85638e+11	1.94489e+11	1.9771e+11	1.94489e+11	1.85638e+11	1.73119e+11	1.59104e+11	1.45216e+11	1.32332e+11	1.20785e+11	1.10606e+11	1.01696e+11	9.39068e+10	8.70848e+10	8.10894e+10	7.57975e+10	7.11046e+10	6.69227e+10	6.31785e+10	5.98107e+10	5.67684e+10	5.40085e+10	
9.50166e+10	1.0311e+11	1.12431e+11	1.23171e+11	1.35486e+11	1.4941e+11	1.64656e+11	1.803e+11	1.94489e+11	2.04675e+11	2.08441e+11	2.04675e+11	1.94489e+11	1.803e+11	1.64656e+11	1.4941e+11	1.35486e+11	1.23171e+11	1.12431e+11	1.0311e+11	9.50166e+10	8.79679e+10	8.18011e+10	7.63779e+10	7.15831e+10	6.73212e+10	6.35135e+10	6.00948e+10	5.70111e+10	5.42174e+10	
