1.24017e+12	1.24811e+12	1.25534e+12	1.26184e+12	1.26757e+12	1.27249e+12	1.2766e+12	1.27986e+12	1.28226e+12	1.2838e+12	1.28447e+12	1.28428e+12	1.28324e+12	1.28136e+12	1.27867e+12	1.27517e+12	1.27091e+12	1.26591e+12	1.2602e+12	1.25381e+12	1.2468e+12	1.23919e+12	1.23101e+12	1.22232e+12	1.21315e+12	1.20354e+12	1.19352e+12	1.18315e+12	1.17244e+12	1.16145e+12	1.1502e+12	1.13873e+12	1.12707e+12	1.11525e+12	1.1033e+12	1.09124e+12	1.07911e+12	1.06692e+12	1.0547e+12	1.04247e+12	1.03025e+12	1.01806e+12	1.00591e+12	9.93813e+11	9.81788e+11	9.69849e+11	9.58002e+11	9.46259e+11	9.34628e+11	9.23118e+11	9.11735e+11	9.00485e+11	8.89373e+11	8.78405e+11	8.67584e+11	8.56911e+11	8.4639e+11	8.36025e+11	8.25815e+11	8.15761e+11	8.05865e+11	7.96125e+11	7.86542e+11	7.77118e+11	7.6785e+11	7.58738e+11	7.49779e+11	7.40973e+11	7.32318e+11	7.23812e+11	7.15454e+11	7.07243e+11	6.99175e+11	6.9125e+11	6.83464e+11	6.75817e+11	6.68304e+11	6.60924e+11	6.53675e+11	6.46556e+11	6.39562e+11	6.32692e+11	6.25944e+11	6.19315e+11	6.12803e+11	6.06406e+11	6.00121e+11	5.93945e+11	5.87878e+11	5.81916e+11	5.76058e+11	5.70301e+11	5.64644e+11	5.59084e+11	5.53618e+11	5.48245e+11	5.42965e+11	5.37774e+11	5.32669e+11	5.2765e+11	
1.24811e+12	1.25617e+12	1.26352e+12	1.27013e+12	1.27595e+12	1.28095e+12	1.28511e+12	1.28841e+12	1.29083e+12	1.29238e+12	1.29304e+12	1.29282e+12	1.29173e+12	1.28979e+12	1.28702e+12	1.28343e+12	1.27907e+12	1.27395e+12	1.26811e+12	1.2616e+12	1.25443e+12	1.24667e+12	1.23834e+12	1.22948e+12	1.22014e+12	1.21035e+12	1.20016e+12	1.18961e+12	1.17873e+12	1.16756e+12	1.15613e+12	1.14448e+12	1.13265e+12	1.12065e+12	1.10853e+12	1.09631e+12	1.08401e+12	1.07166e+12	1.05928e+12	1.0469e+12	1.03453e+12	1.02218e+12	1.00989e+12	9.97655e+11	9.85496e+11	9.73426e+11	9.61453e+11	9.49588e+11	9.37839e+11	9.26214e+11	9.14721e+11	9.03365e+11	8.92151e+11	8.81084e+11	8.70167e+11	8.59402e+11	8.48794e+11	8.38343e+11	8.28052e+11	8.1792e+11	8.07948e+11	7.98136e+11	7.88484e+11	7.78992e+11	7.6966e+11	7.60485e+11	7.51467e+11	7.42604e+11	7.33894e+11	7.25335e+11	7.16927e+11	7.08666e+11	7.00552e+11	6.92581e+11	6.84752e+11	6.77063e+11	6.6951e+11	6.62091e+11	6.54806e+11	6.47651e+11	6.40623e+11	6.33721e+11	6.26941e+11	6.20281e+11	6.1374e+11	6.07314e+11	6.01002e+11	5.948e+11	5.88708e+11	5.82721e+11	5.76839e+11	5.7106e+11	5.65381e+11	5.598e+11	5.54313e+11	5.48921e+11	5.43621e+11	5.38411e+11	5.33289e+11	5.28253e+11	
1.25534e+12	1.26352e+12	1.27099e+12	1.27769e+12	1.28358e+12	1.28865e+12	1.29286e+12	1.2962e+12	1.29864e+12	1.30019e+12	1.30084e+12	1.30059e+12	1.29946e+12	1.29746e+12	1.29462e+12	1.29095e+12	1.28649e+12	1.28127e+12	1.27531e+12	1.26867e+12	1.26138e+12	1.25347e+12	1.24499e+12	1.23599e+12	1.22649e+12	1.21655e+12	1.2062e+12	1.19549e+12	1.18445e+12	1.17311e+12	1.16152e+12	1.14971e+12	1.13772e+12	1.12556e+12	1.11328e+12	1.10091e+12	1.08846e+12	1.07596e+12	1.06344e+12	1.05091e+12	1.03841e+12	1.02593e+12	1.0135e+12	1.00114e+12	9.88864e+11	9.76675e+11	9.64587e+11	9.5261e+11	9.40754e+11	9.29026e+11	9.17432e+11	9.05979e+11	8.94673e+11	8.83516e+11	8.72511e+11	8.61664e+11	8.50976e+11	8.40449e+11	8.30083e+11	8.19879e+11	8.09839e+11	7.99961e+11	7.90245e+11	7.80693e+11	7.71302e+11	7.62071e+11	7.52999e+11	7.44084e+11	7.35324e+11	7.26718e+11	7.18263e+11	7.09958e+11	7.01802e+11	6.93789e+11	6.85921e+11	6.78193e+11	6.70605e+11	6.63151e+11	6.55833e+11	6.48646e+11	6.41587e+11	6.34654e+11	6.27845e+11	6.21158e+11	6.1459e+11	6.08138e+11	6.01801e+11	5.95576e+11	5.8946e+11	5.83451e+11	5.77548e+11	5.71748e+11	5.66049e+11	5.60449e+11	5.54944e+11	5.49534e+11	5.44216e+11	5.3899e+11	5.33852e+11	5.28801e+11	
1.26184e+12	1.27013e+12	1.27769e+12	1.28447e+12	1.29044e+12	1.29556e+12	1.29982e+12	1.30318e+12	1.30564e+12	1.30718e+12	1.30782e+12	1.30755e+12	1.30638e+12	1.30433e+12	1.30143e+12	1.29768e+12	1.29314e+12	1.28782e+12	1.28176e+12	1.27501e+12	1.2676e+12	1.25957e+12	1.25096e+12	1.24182e+12	1.23219e+12	1.2221e+12	1.21161e+12	1.20075e+12	1.18956e+12	1.17808e+12	1.16635e+12	1.1544e+12	1.14226e+12	1.12996e+12	1.11754e+12	1.10503e+12	1.09244e+12	1.07982e+12	1.06716e+12	1.05451e+12	1.04188e+12	1.02929e+12	1.01674e+12	1.00427e+12	9.91882e+11	9.79586e+11	9.67394e+11	9.55319e+11	9.43367e+11	9.31545e+11	9.19863e+11	9.08324e+11	8.96933e+11	8.85695e+11	8.74614e+11	8.63693e+11	8.52933e+11	8.42337e+11	8.31904e+11	8.21636e+11	8.11535e+11	8.01597e+11	7.91826e+11	7.82218e+11	7.72775e+11	7.63494e+11	7.54373e+11	7.45412e+11	7.36607e+11	7.27957e+11	7.19462e+11	7.11118e+11	7.02923e+11	6.94874e+11	6.86971e+11	6.79209e+11	6.71587e+11	6.64103e+11	6.56754e+11	6.49538e+11	6.42451e+11	6.35491e+11	6.28657e+11	6.21945e+11	6.15353e+11	6.08878e+11	6.02519e+11	5.96272e+11	5.90135e+11	5.84107e+11	5.78184e+11	5.72366e+11	5.66649e+11	5.61032e+11	5.5551e+11	5.50084e+11	5.44751e+11	5.3951e+11	5.34358e+11	5.29292e+11	
1.26757e+12	1.27595e+12	1.28358e+12	1.29044e+12	1.29646e+12	1.30164e+12	1.30593e+12	1.30931e+12	1.31179e+12	1.31333e+12	1.31396e+12	1.31367e+12	1.31246e+12	1.31037e+12	1.3074e+12	1.3036e+12	1.29898e+12	1.29357e+12	1.28743e+12	1.28058e+12	1.27306e+12	1.26492e+12	1.2562e+12	1.24694e+12	1.23719e+12	1.22698e+12	1.21636e+12	1.20538e+12	1.19406e+12	1.18246e+12	1.1706e+12	1.15851e+12	1.14625e+12	1.13383e+12	1.12129e+12	1.10865e+12	1.09595e+12	1.08321e+12	1.07044e+12	1.05768e+12	1.04494e+12	1.03224e+12	1.0196e+12	1.00703e+12	9.94538e+11	9.82149e+11	9.69869e+11	9.57705e+11	9.45668e+11	9.33765e+11	9.22004e+11	9.1039e+11	8.98926e+11	8.87618e+11	8.76468e+11	8.65481e+11	8.5466e+11	8.44002e+11	8.3351e+11	8.23186e+11	8.13031e+11	8.03042e+11	7.9322e+11	7.83565e+11	7.74075e+11	7.6475e+11	7.55587e+11	7.46584e+11	7.3774e+11	7.29053e+11	7.2052e+11	7.12142e+11	7.03913e+11	6.95832e+11	6.87897e+11	6.80107e+11	6.72457e+11	6.64944e+11	6.57568e+11	6.50326e+11	6.43215e+11	6.36232e+11	6.29375e+11	6.22641e+11	6.16028e+11	6.09533e+11	6.03153e+11	5.96887e+11	5.90732e+11	5.84687e+11	5.78747e+11	5.72913e+11	5.6718e+11	5.61547e+11	5.56011e+11	5.50571e+11	5.45225e+11	5.39971e+11	5.34806e+11	5.29728e+11	
1.27249e+12	1.28095e+12	1.28865e+12	1.29556e+12	1.30164e+12	1.30685e+12	1.31117e+12	1.31457e+12	1.31706e+12	1.3186e+12	1.31922e+12	1.3189e+12	1.31767e+12	1.31553e+12	1.31252e+12	1.30866e+12	1.30397e+12	1.2985e+12	1.29228e+12	1.28534e+12	1.27774e+12	1.26951e+12	1.26069e+12	1.25133e+12	1.24148e+12	1.23116e+12	1.22044e+12	1.20935e+12	1.19793e+12	1.18621e+12	1.17424e+12	1.16205e+12	1.14968e+12	1.13716e+12	1.12451e+12	1.11177e+12	1.09897e+12	1.08613e+12	1.07326e+12	1.06041e+12	1.04758e+12	1.03479e+12	1.02206e+12	1.0094e+12	9.96829e+11	9.84361e+11	9.72002e+11	9.59763e+11	9.47654e+11	9.35682e+11	9.23853e+11	9.12174e+11	9.00647e+11	8.89279e+11	8.78071e+11	8.67027e+11	8.5615e+11	8.45441e+11	8.34899e+11	8.24526e+11	8.14325e+11	8.04291e+11	7.94426e+11	7.8473e+11	7.752e+11	7.65837e+11	7.56637e+11	7.47599e+11	7.38722e+11	7.30002e+11	7.21438e+11	7.13029e+11	7.04771e+11	6.96663e+11	6.88701e+11	6.80884e+11	6.7321e+11	6.65674e+11	6.58274e+11	6.51011e+11	6.43877e+11	6.36874e+11	6.29997e+11	6.23244e+11	6.16613e+11	6.10101e+11	6.03704e+11	5.97422e+11	5.91252e+11	5.85191e+11	5.79237e+11	5.73388e+11	5.67641e+11	5.61995e+11	5.56447e+11	5.50995e+11	5.45637e+11	5.40372e+11	5.35195e+11	5.30107e+11	
1.2766e+12	1.28511e+12	1.29286e+12	1.29982e+12	1.30593e+12	1.31117e+12	1.31551e+12	1.31893e+12	1.32141e+12	1.32296e+12	1.32356e+12	1.32323e+12	1.32197e+12	1.3198e+12	1.31675e+12	1.31284e+12	1.30811e+12	1.30258e+12	1.29629e+12	1.28929e+12	1.28162e+12	1.27331e+12	1.26441e+12	1.25497e+12	1.24503e+12	1.23464e+12	1.22383e+12	1.21265e+12	1.20113e+12	1.18933e+12	1.17727e+12	1.165e+12	1.15254e+12	1.13993e+12	1.12719e+12	1.11437e+12	1.10149e+12	1.08856e+12	1.07562e+12	1.06269e+12	1.04978e+12	1.03691e+12	1.02411e+12	1.01138e+12	9.98746e+11	9.86211e+11	9.73788e+11	9.61488e+11	9.49319e+11	9.37288e+11	9.25403e+11	9.13669e+11	9.02091e+11	8.90673e+11	8.79416e+11	8.68326e+11	8.57403e+11	8.4665e+11	8.36066e+11	8.25655e+11	8.15414e+11	8.05343e+11	7.95443e+11	7.85712e+11	7.76149e+11	7.66753e+11	7.57522e+11	7.48456e+11	7.39549e+11	7.30802e+11	7.22212e+11	7.13778e+11	7.05497e+11	6.97365e+11	6.89381e+11	6.81542e+11	6.73846e+11	6.6629e+11	6.58872e+11	6.5159e+11	6.44439e+11	6.37418e+11	6.30525e+11	6.23755e+11	6.17109e+11	6.10582e+11	6.04171e+11	5.97875e+11	5.91691e+11	5.85618e+11	5.79652e+11	5.7379e+11	5.68033e+11	5.62375e+11	5.56817e+11	5.51355e+11	5.45987e+11	5.40711e+11	5.35525e+11	5.30428e+11	
1.27986e+12	1.28841e+12	1.2962e+12	1.30318e+12	1.30932e+12	1.31457e+12	1.31893e+12	1.32235e+12	1.32484e+12	1.32639e+12	1.32698e+12	1.32663e+12	1.32535e+12	1.32316e+12	1.32008e+12	1.31613e+12	1.31136e+12	1.30578e+12	1.29945e+12	1.2924e+12	1.28467e+12	1.2763e+12	1.26735e+12	1.25785e+12	1.24784e+12	1.23738e+12	1.2265e+12	1.21526e+12	1.20368e+12	1.1918e+12	1.17968e+12	1.16733e+12	1.15481e+12	1.14213e+12	1.12933e+12	1.11644e+12	1.10349e+12	1.0905e+12	1.0775e+12	1.0645e+12	1.05154e+12	1.03862e+12	1.02576e+12	1.01297e+12	1.00028e+12	9.87696e+11	9.75223e+11	9.62874e+11	9.50658e+11	9.38581e+11	9.26652e+11	9.14875e+11	9.03255e+11	8.91796e+11	8.80502e+11	8.69374e+11	8.58415e+11	8.47628e+11	8.37011e+11	8.26567e+11	8.16296e+11	8.06195e+11	7.96266e+11	7.86508e+11	7.76919e+11	7.67497e+11	7.58242e+11	7.49152e+11	7.40223e+11	7.31454e+11	7.22843e+11	7.14388e+11	7.06087e+11	6.97937e+11	6.89934e+11	6.82078e+11	6.74365e+11	6.66793e+11	6.59359e+11	6.52062e+11	6.44897e+11	6.37862e+11	6.30956e+11	6.24173e+11	6.17514e+11	6.10975e+11	6.04553e+11	5.98246e+11	5.92052e+11	5.85969e+11	5.79992e+11	5.7412e+11	5.68353e+11	5.62687e+11	5.5712e+11	5.51649e+11	5.46273e+11	5.40991e+11	5.35797e+11	5.30692e+11	
1.28226e+12	1.29083e+12	1.29864e+12	1.30564e+12	1.31179e+12	1.31706e+12	1.32141e+12	1.32484e+12	1.32733e+12	1.32887e+12	1.32946e+12	1.3291e+12	1.3278e+12	1.32559e+12	1.32249e+12	1.31852e+12	1.31371e+12	1.30811e+12	1.30174e+12	1.29465e+12	1.28689e+12	1.27848e+12	1.26949e+12	1.25994e+12	1.24989e+12	1.23939e+12	1.22847e+12	1.21717e+12	1.20554e+12	1.19362e+12	1.18145e+12	1.16906e+12	1.15648e+12	1.14376e+12	1.13091e+12	1.11798e+12	1.10498e+12	1.09195e+12	1.0789e+12	1.06586e+12	1.05285e+12	1.03989e+12	1.02699e+12	1.01417e+12	1.00144e+12	9.88813e+11	9.76303e+11	9.63919e+11	9.51668e+11	9.39557e+11	9.27595e+11	9.15787e+11	9.04137e+11	8.92649e+11	8.81327e+11	8.70171e+11	8.59186e+11	8.48373e+11	8.37732e+11	8.27263e+11	8.16969e+11	8.06847e+11	7.96897e+11	7.87118e+11	7.77508e+11	7.68068e+11	7.58795e+11	7.49686e+11	7.4074e+11	7.31955e+11	7.23328e+11	7.14858e+11	7.06543e+11	6.98377e+11	6.90361e+11	6.82492e+11	6.74767e+11	6.67182e+11	6.59736e+11	6.52428e+11	6.45252e+11	6.38206e+11	6.3129e+11	6.24498e+11	6.17829e+11	6.11281e+11	6.0485e+11	5.98534e+11	5.92332e+11	5.8624e+11	5.80256e+11	5.74378e+11	5.68604e+11	5.6293e+11	5.57356e+11	5.51879e+11	5.46497e+11	5.41209e+11	5.36009e+11	5.30899e+11	
1.2838e+12	1.29238e+12	1.30019e+12	1.30718e+12	1.31333e+12	1.3186e+12	1.32296e+12	1.32639e+12	1.32887e+12	1.3304e+12	1.33098e+12	1.33061e+12	1.32931e+12	1.32708e+12	1.32397e+12	1.31999e+12	1.31517e+12	1.30954e+12	1.30316e+12	1.29605e+12	1.28826e+12	1.27984e+12	1.27082e+12	1.26126e+12	1.25118e+12	1.24065e+12	1.2297e+12	1.21838e+12	1.20673e+12	1.19478e+12	1.18258e+12	1.17016e+12	1.15756e+12	1.14481e+12	1.13194e+12	1.11898e+12	1.10595e+12	1.09289e+12	1.07982e+12	1.06675e+12	1.05372e+12	1.04073e+12	1.02781e+12	1.01496e+12	1.00221e+12	9.89557e+11	9.77025e+11	9.64618e+11	9.52345e+11	9.40214e+11	9.28231e+11	9.16404e+11	9.04735e+11	8.93228e+11	8.81887e+11	8.70714e+11	8.59712e+11	8.48883e+11	8.38225e+11	8.27741e+11	8.17432e+11	8.07295e+11	7.97332e+11	7.87539e+11	7.77916e+11	7.68464e+11	7.59178e+11	7.50058e+11	7.41101e+11	7.32305e+11	7.23667e+11	7.15187e+11	7.06861e+11	6.98687e+11	6.90662e+11	6.82784e+11	6.7505e+11	6.67457e+11	6.60003e+11	6.52687e+11	6.45504e+11	6.38451e+11	6.31527e+11	6.24729e+11	6.18054e+11	6.11499e+11	6.05061e+11	5.9874e+11	5.92532e+11	5.86435e+11	5.80445e+11	5.74562e+11	5.68782e+11	5.63104e+11	5.57525e+11	5.52044e+11	5.46658e+11	5.41365e+11	5.36161e+11	5.31048e+11	
